"","Player","Nation","Age","Pos","Born","Squad","Comp","MP","Starts","Min","90s","CrdY","CrdR","npxG+xAG","G+A.1","G-PK.1","G+A-PK","xG+xAG","Gls.y","Sh.x","SoT%","SoT/90","G/Sh","G/SoT","Dist","FK.x","PKatt.y","xG.y","npxG.y","npxG/Sh","G-xG","np:G-xG","Cmp%","TotDist.x","PrgDist.x","Cmp.1","Att.1","Cmp%.1","Cmp.2","Att.2","Cmp%.2","Cmp.3","Att.3","Cmp%.3","Ast.y","xAG.y","xA","A-xAG","KP","1/3.x","PPA","CrsPA","PrgP.y","Att.y","Live.x","Dead","FK.y","TB","Sw","Crs","TI","CK","In","Out","Str","Cmp.y","Off","Blocks.x","SCA","PassLive","PassDead","TO","Sh.y","Fld","Def","GCA90","PassLive.1","PassDead.1","TO.1","Sh.1","Fld.1","Def.1","Tkl","TklW","Def 3rd.x","Mid 3rd.x","Att 3rd.x","Tkl.1","Att.x.x","Tkl%","Lost","Blocks.y","Sh","Pass","Int","Tkl+Int","Clr","Err","Def Pen","Def 3rd.y","Mid 3rd.y","Att 3rd.y","Att Pen","Live.y","Att.y.y","Succ","Succ%","Tkld","Tkld%","Carries","TotDist.y","PrgDist.y","PrgC.y","1/3.y","CPA","Mis","Dis","Rec","PrgR.y"
"1757","Corentin Tolisso","FRA",26,"MF",1994,"Bayern Munich","de Bundesliga",15,8,703,7.8,0,0,0.51,0.38,0.26,0.38,0.51,0.26,2.18,17.6,0.38,0.12,0.67,19.5,0,0,0.27,0.27,0.12,-0.01,-0.01,86.7,1035.8,366.5,29.7,32.4,91.7,23.2,25.5,91,6.67,8.59,77.6,0.13,0.24,0.28,-0.12,2.05,9.23,0.77,0,12.4,70.5,68.8,1.54,1.28,0.9,0.64,0.77,0.26,0,0,0,0,61.2,0.13,0.9,3.59,3.33,0.13,0,0.13,0,0,0.64,0.64,0,0,0,0,0,1.41,0.64,0.13,1.15,0.13,0.9,2.18,41.2,1.28,0.64,0.13,0.51,1.15,2.56,1.28,0,2.44,11.5,52.6,16.8,2.31,80.8,0.26,0.13,50,0.13,50,47.3,229.2,113.8,1.28,1.41,0.13,1.54,0.38,60.8,3.33
"1758","Jeremy Toljan","GER",26,"DF",1994,"Sassuolo","it Serie A",20,15,1399,15.5,0.13,0,0.09,0.06,0,0.06,0.09,0,0.19,33.3,0.06,0,0,22.4,0,0,0.01,0.01,0.02,-0.01,-0.01,87.7,726.5,217.8,26.2,28.1,93.3,17.2,19.1,89.9,3.03,4.65,65.3,0.06,0.08,0.08,-0.02,0.77,2,0.84,0.19,3.42,54.5,44.5,9.87,1.16,0,0.32,1.42,8.71,0,0,0,0,47.8,0.19,0.71,2.26,2.13,0.06,0,0,0.06,0,0.32,0.26,0.06,0,0,0,0,1.16,0.65,0.77,0.26,0.13,0.84,1.29,65,0.45,0.77,0.32,0.45,0.77,1.94,2.65,0,3.55,22.1,27.7,13.5,1.35,62.9,0.84,0.26,30.8,0.58,69.2,32.6,174.8,84.7,2.32,1.23,0.19,1.16,0.39,38.5,5.03
"1759","Rafael Tolói","ITA",30,"DF",1990,"Atalanta","it Serie A",20,16,1438,16,0.38,0,0.1,0.13,0.06,0.13,0.1,0.06,0.75,16.7,0.13,0.08,0.5,12.3,0,0,0.07,0.07,0.09,-0.01,-0.01,81.8,877.6,343.6,20.3,22.3,90.8,22.4,25.3,88.6,4.75,8.56,55.5,0.06,0.03,0.04,0.03,0.5,5.38,0.63,0.13,5.63,59,56,2.81,1.44,0.19,0.63,0.63,1.38,0,0,0,0,48.3,0.19,1.19,1.63,1.44,0,0.06,0.13,0,0,0.19,0.19,0,0,0,0,0,2.38,0.94,0.75,0.94,0.69,1.5,2.44,61.5,0.94,1.44,0.69,0.75,1.63,4,2.19,0,4.75,24.6,36.3,9,1.13,69.4,0.88,0.44,50,0.44,50,40.5,176.6,87.6,0.75,1.38,0,0.75,0.31,43.6,0.88
"1760","Raúl de Tomás","ESP",26,"FW",1994,"Espanyol","es La Liga",34,33,2914,32.4,0.22,0.06,0.4,0.62,0.37,0.46,0.52,0.52,3.12,39.6,1.24,0.12,0.3,18.9,0.28,0.15,0.47,0.35,0.11,0.06,0.02,81.6,323.4,54.5,10,11.3,88.8,5.4,6.42,84.1,2.53,3.49,72.6,0.09,0.05,0.06,0.04,0.77,1.36,0.62,0.12,2.65,23.1,21.6,1.39,0.09,0.03,0.99,0.68,0.09,0,0,0,0,18.9,0.12,0.56,2.19,1.54,0,0.15,0.31,0.19,0,0.28,0.15,0,0.03,0.06,0.03,0,0.46,0.34,0.19,0.22,0.06,0.19,0.52,35.3,0.34,0.37,0.09,0.28,0.19,0.65,1.3,0.03,1.45,3.95,14.9,15.6,3.98,33.8,2.22,1.54,69.4,0.68,30.6,21.6,107.8,40.6,1.36,0.86,0.74,2.69,1.85,27.4,5.9
"1761","Tiago Tomás","POR",19,"FW",2002,"Stuttgart","de Bundesliga",14,13,1075,11.9,0.17,0,0.46,0.33,0.33,0.33,0.46,0.34,2.35,53.6,1.26,0.14,0.27,15.1,0,0,0.34,0.34,0.14,0,0,65.5,150.2,33,7.65,10.1,75.8,3.19,4.71,67.9,0.25,1.34,18.8,0,0.13,0.11,-0.13,0.59,0.76,0.5,0.17,1.76,18.7,17.6,1.01,0.08,0.08,0,1.51,0.25,0,0,0,0,12.3,0.17,0.42,2.18,1.26,0,0.34,0.17,0.42,0,0.17,0,0,0,0.08,0.08,0,0.67,0.34,0,0.59,0.08,0,0.5,0,0.5,0.25,0,0.25,0.34,1.01,0.08,0,0.42,2.86,13.5,16.9,4.45,32.8,3.78,1.34,35.6,2.44,64.4,20.7,117.5,51.5,1.93,1.09,1.6,4.79,0.92,23.7,7.73
"1762","Takehiro Tomiyasu","JPN",22,"DF",1998,"Arsenal","eng Premier League",21,20,1679,18.7,0.11,0,0.09,0.05,0,0.05,0.09,0,0.59,18.2,0.11,0,0,17.1,0,0,0.03,0.03,0.06,-0.03,-0.03,80.9,790.3,288.1,23.6,26.6,88.7,20.1,24,83.5,3.05,5.72,53.3,0.05,0.05,0.06,0,0.7,4.87,0.91,0.64,5.13,58.7,50.1,8.45,0.86,0.05,0.32,1.66,7.59,0,0,0,0,47.5,0.21,0.64,1.82,1.71,0,0.05,0,0,0.05,0.21,0.21,0,0,0,0,0,1.87,0.91,1.02,0.7,0.16,1.12,1.71,65.6,0.59,1.18,0.16,1.02,1.28,3.16,3.42,0.11,3.9,21.5,33.8,15.2,1.07,70.1,0.8,0.48,60,0.32,40,33.9,163.9,78.7,1.71,1.39,0.21,1.44,0.64,39.7,2.19
"1763","James Tomkins","ENG",32,"DF",1989,"Crystal Palace","eng Premier League",8,6,547,6.1,0.33,0,0.11,0.16,0.16,0.16,0.11,0.16,0.66,50,0.33,0.25,0.5,13.7,0,0,0.08,0.08,0.12,0.08,0.08,86.6,987,304.4,9.51,11.1,85.3,29,30.8,94.1,6.56,10,65.6,0,0.03,0.02,-0.03,0.33,0.82,0,0,1.31,52.5,49.3,3.11,2.79,0,0.33,0,0.16,0,0,0,0,45.4,0,0.33,0.49,0.49,0,0,0,0,0,0,0,0,0,0,0,0,1.31,0.49,0.98,0.33,0,0.98,1.31,75,0.33,1.31,1.31,0,0.66,1.97,2.95,0,12.8,42.6,17,1.48,1.31,61.1,0.16,0.16,100,0,0,34.6,130.7,51.3,0.16,0,0,0.33,0,40.8,0.16
"1764","Fikayo Tomori","ENG",23,"DF",1997,"Milan","it Serie A",31,30,2718,30.2,0.13,0,0.04,0,0,0,0.04,0,0.4,25,0.1,0,0,11.7,0,0,0.04,0.04,0.1,-0.04,-0.04,87.5,1001.8,348,15,16.3,92.1,29.1,31.2,93.1,5.83,8.71,66.9,0,0,0.01,0,0.13,2.28,0.03,0,2.72,57.7,54.2,3.21,1.79,0.03,0.33,0.1,0.2,0,0,0,0,50.5,0.23,0.33,0.63,0.63,0,0,0,0,0,0.1,0.1,0,0,0,0,0,2.42,1.46,1.19,1.13,0.1,0.6,0.86,69.2,0.26,1.23,0.76,0.46,1.49,3.91,2.78,0.03,7.02,33.7,32.1,2.02,0.53,67.5,0.4,0.26,66.7,0.13,33.3,36.8,174.2,96.4,0.46,0.26,0.03,0.53,0,43.6,0.17
"1765","Sandro Tonali","ITA",21,"MF",2000,"Milan","it Serie A",36,31,2600,28.9,0.31,0,0.28,0.24,0.17,0.24,0.28,0.17,1.28,29.7,0.38,0.14,0.45,23,0.14,0,0.14,0.14,0.11,0.03,0.03,81.6,796.1,239.2,17.3,19,91.1,17.1,19.7,87.1,6.33,10.6,60,0.07,0.14,0.13,-0.07,1.52,4.29,0.87,0.24,4.88,51.5,44.9,6.51,3.7,0.14,0.66,3.74,0.38,2.39,1,0.87,0,42,0,0.73,2.84,1.7,0.76,0.07,0.21,0.1,0,0.17,0.14,0.03,0,0,0,0,1.87,1.28,0.8,0.87,0.21,0.73,1.42,51.2,0.69,0.9,0.28,0.62,1.18,3.04,0.66,0,1.94,12.5,34.8,14.2,0.93,60.7,1.56,1.04,66.7,0.52,33.3,32.5,194.4,91.7,1.76,1.49,0.17,1.14,0.8,38.1,1.59
"1766","Lorenzo Tonelli","ITA",31,"DF",1990,"Empoli","it Serie A",14,8,870,9.7,0.41,0,0.07,0,0,0,0.07,0,0.72,42.9,0.31,0,0,11.8,0,0,0.04,0.04,0.06,-0.04,-0.04,82.7,931.4,432.7,16.6,18.5,89.9,24.4,27.1,90.1,5.98,10.2,58.6,0,0.03,0.04,-0.03,0.62,4.12,0.52,0.1,4.43,57.7,52,5.67,4.54,0.1,0.21,0.1,0.21,0,0,0,0,47.7,0.1,0.72,1.44,1.13,0,0,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,1.75,0.93,1.13,0.41,0.21,0.62,1.34,46.2,0.72,1.44,0.82,0.62,1.96,3.71,2.89,0.21,8.97,31.4,34.3,2.89,1.13,68.2,0.52,0.41,80,0.1,20,36.3,182.5,120.8,0.72,0.1,0,0.72,0.31,40.4,0.31
"1767","Ivan Toney","ENG",25,"FW",1996,"Brentford","eng Premier League",33,32,2909,32.3,0.25,0,0.41,0.53,0.22,0.37,0.53,0.37,2.57,28.9,0.74,0.08,0.29,15.8,0,0.15,0.35,0.23,0.09,0.02,-0.01,56.5,179.1,62.9,8.24,12.7,64.7,3.34,6.32,52.9,0.71,1.58,45.1,0.15,0.18,0.17,-0.02,1.33,1.73,0.77,0.06,2.57,24.1,23.4,0.53,0.12,0.5,0.06,0.87,0.37,0,0,0,0,13.6,0.19,0.87,2.91,1.76,0.03,0.06,0.56,0.43,0.06,0.31,0.15,0,0.03,0,0.12,0,1.02,0.65,0.15,0.62,0.25,0.37,1.18,31.6,0.8,0.5,0.06,0.43,0.43,1.46,1.36,0.03,1.64,4.46,15.9,17,4.89,36.9,1.55,0.74,48,0.8,52,19.8,79.8,32.3,0.87,0.8,0.4,3.37,1.36,28.2,5.2
"1768","Lucas Torreira","URU",25,"MF",1996,"Fiorentina","it Serie A",31,26,2195,24.4,0.41,0.04,0.29,0.25,0.21,0.25,0.3,0.2,1.19,44.8,0.53,0.17,0.38,14.2,0.08,0,0.22,0.2,0.19,-0.01,0,87.2,932.7,236.3,17.7,19.7,89.8,24.2,26.5,91.3,6.11,7.95,76.8,0.04,0.09,0.07,-0.05,0.94,4.59,0.98,0,5.12,56.1,52.3,3.69,3.52,0.2,0.25,0.25,0.08,0,0,0,0,48.9,0.12,0.49,2.46,2.09,0.04,0,0.08,0.16,0.08,0.25,0.12,0,0,0.04,0.04,0.04,1.52,1.19,0.53,0.86,0.12,0.74,1.64,45,0.9,0.74,0.04,0.7,1.07,2.58,0.74,0,1.52,13,40,10.7,1.43,63.5,0.53,0.25,46.2,0.29,53.8,34.1,128.9,51.2,0.41,0.45,0.12,0.98,0.33,43.1,1.23
"1769","Raúl Torrente","ESP",19,"DF",2001,"Granada","es La Liga",18,15,1282,14.2,0.35,0,0.06,0,0,0,0.06,0,0.28,0,0,0,0,14.9,0,0,0.01,0.01,0.05,-0.01,-0.01,71.9,618.4,233.2,9.01,10.7,84.2,16.9,19.6,86,4.23,10.6,40,0,0.05,0.01,-0.05,0.28,2.04,0,0,2.11,42.6,41,1.41,1.27,0.07,0.63,0.14,0.14,0,0,0,0,30.6,0.21,0.49,0.56,0.35,0,0,0,0.14,0.07,0.07,0,0,0,0,0.07,0,2.18,1.48,1.27,0.77,0.14,1.13,2.04,55.2,0.92,0.99,0.63,0.35,0.85,3.03,4.86,0,7.46,29.7,22.1,1.27,0.35,52.8,0.07,0.07,100,0,0,27.6,168.2,100.9,0.7,0.14,0,0.21,0,29.9,0
"1770","Ferrán Torres","ESP",21,"FW",2000,"Barcelona","es La Liga",18,17,1412,15.7,0.06,0,0.6,0.51,0.19,0.45,0.65,0.25,3.25,35.3,1.15,0.06,0.17,16.5,0.19,0.06,0.45,0.39,0.12,-0.19,-0.2,83.3,436.6,81.8,18.5,20.8,89.3,8.47,10.2,83.1,2.1,2.61,80.5,0.25,0.2,0.17,0.06,0.76,1.91,0.76,0,3.38,37.4,36,1.21,0.19,0,0.25,0.45,0.32,0.13,0,0,0,31.1,0.19,0.76,2.42,1.66,0,0.25,0.19,0.32,0,0.32,0.25,0,0,0.06,0,0,0.64,0.32,0.19,0.25,0.19,0.19,0.45,42.9,0.25,0.76,0.19,0.57,0.38,1.02,0.45,0,0.7,3.63,19.2,26.6,5.61,49,2.36,0.83,35.1,1.53,64.9,35.2,178.9,75.2,2.17,1.59,1.4,2.87,1.27,41,13.7
"1771","Óliver Torres","ESP",26,"MF",1994,"Sevilla","es La Liga",26,11,1008,11.2,0.18,0,0.18,0.45,0.18,0.45,0.18,0.18,1.25,35.7,0.45,0.14,0.4,19.1,0,0,0.06,0.06,0.05,0.12,0.12,79.7,845.3,235.4,23.1,26,89,15,18,83.2,7.23,11.4,63.3,0.27,0.13,0.15,0.14,1.07,5.98,0.98,0.36,6.79,58.6,55.7,2.59,0.8,0.27,1.07,2.23,1.07,0.45,0,0.36,0,46.7,0.27,0.98,2.23,1.88,0.09,0.09,0,0,0.18,0.54,0.45,0,0,0,0,0.09,1.96,1.07,0.71,0.63,0.63,0.71,2.23,32,1.52,0.89,0.09,0.8,0.54,2.5,0.36,0,0.89,11.7,38.8,19.7,2.05,69,2.32,1.34,57.7,0.98,42.3,43.8,189.2,85.3,2.14,1.79,0.45,1.52,1.88,52.5,4.64
"1772","Pau Torres","ESP",24,"DF",1997,"Villarreal","es La Liga",33,33,2855,31.7,0.16,0,0.14,0.19,0.16,0.19,0.14,0.16,0.76,37.5,0.28,0.21,0.56,8.2,0,0,0.09,0.09,0.12,0.06,0.06,85.4,1065.2,376.4,17.7,19.4,91.1,29,31.5,92.2,6.31,10.4,60.6,0.03,0.05,0.05,-0.02,0.28,5.02,0.19,0,5.11,62.8,59.7,2.93,2.68,0.09,0.85,0.16,0.06,0,0,0,0,53.6,0.16,0.47,0.95,0.82,0,0,0.09,0.03,0,0.16,0.16,0,0,0,0,0,1.01,0.6,0.73,0.22,0.06,0.57,0.79,72,0.22,1.01,0.73,0.28,0.6,1.61,3.31,0.06,7.13,33.7,34.4,3.79,1.1,71.3,0.88,0.79,89.3,0.09,10.7,45.9,305.7,209.1,1.86,0.98,0,0.79,0.16,49.3,0.32
"1773","Roberto Torres","ESP",32,"MF",1989,"Osasuna","es La Liga",28,6,809,9,0.33,0,0.31,0.44,0,0.22,0.48,0.22,1.44,23.1,0.33,0,0,25,0,0.22,0.23,0.06,0.04,-0.01,-0.06,61.3,578.7,198.2,12.7,16.4,77,11.3,17.1,66.2,4.89,11.2,43.6,0.22,0.26,0.23,-0.03,2.67,3.22,1.67,0.89,3.89,48.6,40.7,7.56,2.78,0.22,1.44,8.89,0.89,3.89,1.78,1.89,0,29.8,0.33,1.33,4,2.56,1,0,0.33,0.11,0,0.33,0.22,0.11,0,0,0,0,0.78,0.44,0.33,0.11,0.33,0.33,1.67,20,1.33,0.89,0,0.89,0.89,1.67,0.44,0,0.67,7.89,23.3,25.7,1.22,56.2,1.33,0.56,41.7,0.78,58.3,31.1,118,42.1,0.78,1,0,1.33,0.56,36.4,5.56
"1774","Lucas Torró","ESP",27,"MF",1994,"Osasuna","es La Liga",33,32,2725,30.3,0.33,0,0.07,0.03,0.03,0.03,0.07,0.03,1.12,26.5,0.3,0.03,0.11,21.1,0,0,0.05,0.05,0.05,-0.02,-0.02,77.2,524.7,168.9,16.9,20.3,83.2,12.3,15.7,78.5,2.28,3.76,60.5,0,0.02,0.04,-0.02,0.3,3.53,0.43,0,5.15,42.3,41.9,0.3,0.3,0.03,0.5,0.23,0,0,0,0,0,32.6,0.07,0.56,1.32,1.02,0,0.03,0.03,0.17,0.07,0.07,0.07,0,0,0,0,0,2.34,1.32,0.83,1.25,0.26,0.96,1.88,50.9,0.92,1.06,0.36,0.69,1.55,3.89,1.82,0,2.77,12.4,33.6,8.35,1.25,53.8,0.83,0.73,88,0.1,12,23.8,107.1,44,0.59,0.69,0,1.09,0.76,27.4,0.89
"1775","Jordan Torunarigha","GER",23,"DF",1997,"Hertha BSC","de Bundesliga",7,6,483,5.4,0.19,0,0.06,0.19,0,0.19,0.06,0,0.37,0,0,0,0,8.7,0,0,0.06,0.06,0.13,-0.06,-0.06,81.2,713.7,272,10.7,12.8,84.1,20.4,22.8,89.4,3.89,6.3,61.8,0.19,0.02,0,0.17,0.37,2.04,0,0,2.22,44.3,42,2.22,1.48,0,0.74,0.19,0.19,0,0,0,0,35.9,0,0.37,0.19,0.19,0,0,0,0,0,0.19,0.19,0,0,0,0,0,0.74,0.19,0.19,0.56,0,0.74,0.93,80,0.19,0.74,0.37,0.37,3.15,3.89,5.56,0,9.63,38.7,18,1.3,0.56,57.2,0.74,0.37,50,0.37,50,32,161.7,62.6,0.19,0.19,0,0.74,0.19,32,0
"1776","Abdoulaye Touré","FRA",27,"MF",1994,"Genoa","it Serie A",8,6,430,4.8,0.21,0,0.04,0,0,0,0.04,0,0.83,0,0,0,0,21.7,0,0,0.02,0.02,0.04,-0.02,-0.02,75.6,402.9,79.8,13.8,17.7,77.6,10.4,13.3,78.1,1.46,2.08,70,0,0,0.02,0,0.21,2.5,0,0,3.54,35.8,35.4,0.21,0.21,0,0,0.63,0,0,0,0,0,27.1,0.21,0.83,0.83,0.63,0,0.21,0,0,0,0,0,0,0,0,0,0,2.5,0.83,0.63,1.67,0.21,1.04,2.29,45.5,1.25,1.25,0.21,1.04,0.83,3.33,1.25,0,1.67,10.6,29,7.71,1.04,46.7,1.88,1.25,66.7,0.63,33.3,25,95.6,38.8,0.42,0.21,0.21,0.83,0.83,26.7,0.83
"1777","Almamy Touré","MLI",25,"DF",1996,"Eint Frankfurt","de Bundesliga",10,5,506,5.6,0.36,0,0.18,0,0,0,0.17,0,1.07,33.3,0.36,0,0,13.3,0,0,0.18,0.18,0.16,-0.18,-0.18,70.7,447,193,13.9,17.3,80.4,12.3,15.5,79.3,1.43,4.29,33.3,0,0,0.02,0,0,1.79,0,0,2.68,40.9,33.4,7.5,0.54,0,0.18,2.14,6.96,0,0,0,0,28.9,0,1.61,0.36,0.36,0,0,0,0,0,0,0,0,0,0,0,0,2.14,1.61,1.43,0.54,0.18,0.71,3.04,23.5,2.32,1.79,0.54,1.25,0.89,3.04,3.39,0,4.82,18,23.4,13.4,1.43,54.5,1.07,0.36,33.3,0.71,66.7,23.4,95,44.3,1.07,1.07,0,1.61,1.07,25.9,3.04
"1778","Lucas Tousart","FRA",24,"MF",1997,"Hertha BSC","de Bundesliga",30,22,1962,21.8,0.14,0,0.11,0.09,0.09,0.09,0.11,0.09,1.06,30.4,0.32,0.09,0.29,19.5,0,0,0.07,0.07,0.07,0.02,0.02,71,420.9,146.4,10.2,12.9,79,9.86,12.5,78.8,2.66,4.77,55.8,0,0.04,0.06,-0.04,0.55,2.61,0.41,0.14,3.62,33.3,32.2,0.78,0.5,0.18,0.32,0.73,0.14,0.05,0,0.05,0,23.6,0.32,1.01,1.74,1.28,0,0.14,0.05,0.05,0.23,0,0,0,0,0,0,0,1.93,1.15,0.69,1.01,0.23,0.46,1.56,29.4,1.1,1.38,0.28,1.1,1.61,3.53,2.52,0,3.03,13.4,26.3,7.16,1.24,46.2,1.74,1.01,57.9,0.73,42.1,22.5,134.2,62.8,1.38,0.78,0.09,1.47,0.83,23.9,1.15
"1779","Yoann Touzghar","TUN",34,"FW",1986,"Troyes","fr Ligue 1",28,16,1457,16.2,0,0,0.38,0.25,0.25,0.25,0.38,0.25,1.73,42.9,0.74,0.14,0.33,13.2,0,0,0.3,0.3,0.18,-0.06,-0.06,78.5,188.6,23.1,9.81,11.5,85.5,3.15,4.38,71.8,0.68,0.74,91.7,0,0.07,0.06,-0.07,1.3,0.43,0.25,0,0.93,18.6,16.6,2.04,0,0,0,0.49,0,0,0,0,0,14.6,0,0.31,2.04,1.54,0,0,0.31,0.12,0.06,0.12,0.06,0,0,0.06,0,0,0.31,0.12,0.06,0.19,0.06,0.06,0.19,33.3,0.12,0.19,0.06,0.12,0.19,0.49,0.49,0,0.62,1.48,12.4,11.4,3.33,25.1,0.74,0.37,50,0.37,50,14.1,61.7,18.6,0.99,0.37,0.56,1.79,0.68,16.9,4.14
"1780","Andros Townsend","ENG",30,"MF",1991,"Everton","eng Premier League",21,17,1455,16.2,0.19,0,0.28,0.31,0.12,0.25,0.33,0.19,1.23,45,0.56,0.1,0.22,22.1,0.25,0.06,0.14,0.09,0.07,0.05,0.03,68.8,326.2,115.4,11.4,13.5,84.5,7.04,9.44,74.5,1.73,5.06,34.1,0.12,0.19,0.15,-0.07,1.91,1.48,1.6,0.99,3.09,30.7,27.2,3.46,1.11,0.06,0,5.93,0.43,1.54,1.3,0.12,0,21.1,0.06,1.23,3.4,2.41,0.56,0.06,0.12,0.25,0,0.25,0.25,0,0,0,0,0,1.91,1.05,0.93,0.37,0.62,0.93,2.47,37.5,1.54,1.73,0.12,1.6,0.86,2.78,0.37,0.06,0.8,7.28,15.9,21.2,1.67,43.6,2.96,1.6,54.2,1.36,45.8,24.7,158.6,71,2.53,1.73,0.43,2.72,1.17,26.5,6.17
"1781","Adama Traoré","ESP",25,"FW",1996,"Wolves","eng Premier League",31,14,1449,16.1,0,0,0.75,0.55,0.08,0.55,0.74,0.08,4.07,55,1.13,0.04,0.2,34.8,0,0,0.42,0.42,0.2,-0.34,-0.34,143,726.1,152.4,29.4,35,166.5,14.02,20.86,135.8,3.19,5.94,110.6,0.48,0.33,0.36,0.14,3.18,3.64,3.63,2.17,4.82,68.7,67.7,0.65,0,0.17,0.17,12.33,0.56,0,0,0,0,49.1,0.32,2.52,9.8,5.55,0,2.87,0.41,0.58,0.41,0.88,0.79,0,0,0,0.08,0,1.62,0.73,0.5,0.71,0.41,0.96,1.78,102.9,0.82,0.82,0.08,0.73,1.12,2.74,0.79,0.24,1.2,6.57,33.5,56.3,10.72,93.1,16.9,12.68,150,4.22,50,65.4,682.1,340,15.16,6.15,5.91,6.49,3.63,74.1,20.24
"1782","Boubacar Traoré","MLI",19,"MF",2001,"Metz","fr Ligue 1",27,17,1726,19.2,0.47,0.05,0.11,0.1,0.05,0.1,0.12,0.05,1.15,22.7,0.26,0.05,0.2,28.3,0,0,0.04,0.04,0.04,0.01,0.01,82.7,601.5,186,12.1,14.2,85.3,14.6,16.3,89.5,4.06,5.57,72.9,0.05,0.07,0.05,-0.02,0.83,2.76,0.26,0,4.43,38.2,37.2,0.78,0.78,0.26,0.47,0.05,0,0,0,0,0,31.6,0.16,0.63,2.29,1.82,0,0.21,0,0.1,0.16,0.1,0.05,0,0.05,0,0,0,2.24,1.35,0.94,1.2,0.1,0.52,2.03,25.6,1.51,1.51,0.26,1.25,1.3,3.54,0.57,0.05,1.04,10.9,32.8,6.77,0.36,49.4,2.19,1.46,66.7,0.73,33.3,31.6,184.4,84.7,1.35,1.15,0.05,2.24,1.3,30.1,0.52
"1783","Charles Traore","MLI",29,"DF",1992,"Nantes","fr Ligue 1",16,7,718,8,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.1,689.9,276,19.3,22.6,85.1,17.1,20.5,83.5,3.75,7.13,52.6,0,0,0.01,0,0,2.88,0.38,0,5.13,52.6,41.1,11.5,0.63,0,0.13,0.63,10.9,0,0,0,0,41.1,0,0.75,1,0.75,0.13,0,0,0.13,0,0,0,0,0,0,0,0,2,1.5,1.25,0.5,0.25,0.25,1.63,15.4,1.38,1.38,0.5,0.88,1.88,3.88,3.75,0,4.38,23.1,30.8,11.5,0,64.8,0.88,0.5,57.1,0.38,42.9,28.1,133.8,65.4,0.63,0.5,0,1.13,0.25,30.8,2.38
"1784","Hamari Traoré","MLI",29,"DF",1992,"Rennes","fr Ligue 1",33,33,2890,32.1,0.12,0,0.2,0.4,0.09,0.4,0.2,0.09,0.97,29,0.28,0.1,0.33,17.2,0,0,0.05,0.05,0.05,0.05,0.05,83.4,996.4,307.4,24.1,27.1,89,26,29.7,87.6,5.2,8.04,64.7,0.31,0.15,0.14,0.16,1.06,4.7,1.21,0.37,5.51,67.4,57.6,9.6,1.03,0.06,0.22,2.52,8.57,0,0,0,0,56.2,0.19,1,2.4,1.99,0.22,0.03,0.09,0.03,0.03,0.47,0.4,0,0,0.06,0,0,1.96,1.12,0.78,0.81,0.37,1.28,1.84,69.5,0.56,0.9,0.25,0.65,1.15,3.12,2.52,0.03,3.05,18.2,41,18.6,1.78,77.3,0.69,0.31,45.5,0.37,54.5,44.7,215.5,109.3,2.02,1.78,0.34,0.93,0.19,49.6,5.61
"1785","Ismaël Traoré","CIV",34,"DF",1986,"Angers","fr Ligue 1",37,36,3215,35.7,0.03,0,0.15,0.14,0.11,0.14,0.15,0.11,0.7,36,0.25,0.16,0.44,9.2,0,0,0.11,0.11,0.17,0,0,88.4,899.2,352.2,10.5,11.7,90.1,28.1,29.6,95.2,4.68,6.75,69.3,0.03,0.04,0.03,-0.01,0.25,1.15,0.03,0.03,1.62,49.5,47.7,1.62,1.6,0,0.03,0.14,0.03,0,0,0,0,43.7,0.11,0.59,0.56,0.42,0,0,0.14,0,0,0.03,0.03,0,0,0,0,0,0.78,0.48,0.45,0.31,0.03,0.36,0.78,46.4,0.42,0.7,0.48,0.22,1.23,2.02,3.42,0.03,7.56,34.5,22.2,1.88,1.09,58,0.34,0.14,41.7,0.2,58.3,38.8,163.6,73.6,0.2,0.28,0.08,0.59,0.14,38.4,0.17
"1786","Miguel Trauco","PER",28,"DF",1992,"Saint-Étienne","fr Ligue 1",17,12,1112,12.4,0.24,0,0.06,0.08,0.08,0.08,0.06,0.08,0.89,27.3,0.24,0.09,0.33,23.7,0.08,0,0.04,0.04,0.04,0.04,0.04,72,659.5,247.7,20.2,23.8,85.1,16.5,21.2,77.9,2.74,7.66,35.8,0,0.02,0.03,-0.02,0.65,2.9,0.89,0.4,3.87,57.3,47.1,9.84,0.89,0.08,0.56,3.71,8.95,0,0,0,0,41.2,0.32,1.85,1.21,0.73,0.32,0,0.08,0.08,0,0,0,0,0,0,0,0,2.02,1.45,1.29,0.65,0.08,0.97,1.77,54.5,0.81,1.05,0.32,0.73,1.85,3.87,1.37,0,2.98,18.8,32.5,16.1,0.65,66.9,1.29,0.48,37.5,0.81,62.5,36.5,169,83.1,0.97,1.21,0.08,0.65,0.4,40.2,3.95
